duration,rms_mean,rms_std,f0_mean,f0_std,voiced_frac,centroid_mean,centroid_std,bandwidth_mean,rolloff_mean,zcr_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,elephant_num,call_id,call_type
2.948934240362812,0.17880433797836304,0.10149180144071579,23.173495904706957,2.005962456986397,0.703125,632.4520304452309,747.5947633716264,1116.8978565221546,1132.8483581542969,0.018093109130859375,-302.78009033203125,64.35261535644531,177.50888061523438,57.507320404052734,62.995296478271484,31.609554290771484,37.1210823059082,11.785449981689453,17.971757888793945,8.116385459899902,7.96175479888916,8.922653198242188,1.5495126247406006,8.180736541748047,5.429113388061523,8.17163372039795,6.92555046081543,8.135234832763672,7.169909477233887,6.39355993270874,-0.4194236099720001,6.354146957397461,-3.453469753265381,6.3178629875183105,5.467042922973633,6.745014190673828,1,1,rumble
4.551111111111111,0.23786713182926178,0.0486130565404892,15.93578722001619,5.637977484037052,0.3248730964467005,299.32214743314387,151.50641405631612,738.3870103090829,424.48829612151013,0.010960302982233503,-303.7249450683594,47.633331298828125,198.05726623535156,18.973201751708984,83.39041900634766,22.440650939941406,42.15095138549805,9.333948135375977,18.37874984741211,9.311389923095703,11.080408096313477,8.518406867980957,1.4599640369415283,7.5995402336120605,7.255617618560791,6.703121185302734,10.342671394348145,8.145685195922852,3.0624969005584717,5.12645959854126,-1.2120988368988037,6.8214240074157715,-3.6555280685424805,7.215814113616943,-0.23109276592731476,5.946864604949951,2,2,rumble
7.63936507936508,0.18278640508651733,0.08385828137397766,21.388903239375345,5.058523289265691,0.7787878787878788,621.477289930505,799.9392592584203,1392.2355350803375,1131.0478071732955,0.012716027462121212,-387.1621398925781,99.02764892578125,82.40151977539062,65.89633178710938,38.36646270751953,33.912052154541016,43.4089469909668,20.07585906982422,31.64276123046875,15.245259284973145,25.90175437927246,12.540824890136719,16.92694664001465,12.755891799926758,25.2940673828125,13.5885648727417,27.073272705078125,15.650562286376953,19.176055908203125,15.823441505432129,12.24271297454834,17.884716033935547,9.571392059326172,19.405790328979492,7.040510177612305,12.834006309509277,3,3,rumble
4.667210884353741,0.1860160082578659,0.04622666537761688,15.524512103794963,1.1249577845160306,0.599009900990099,893.4326168666969,232.8253473120322,2051.621603430374,1571.7639281017946,0.011307820235148515,-239.53147888183594,24.644481658935547,96.36820983886719,20.353199005126953,33.3553466796875,8.900520324707031,36.999637603759766,10.560338973999023,25.37433433532715,9.740276336669922,30.633174896240234,8.50427532196045,22.26904296875,7.315977573394775,25.093278884887695,7.251684188842773,15.249114036560059,7.1866350173950195,18.285478591918945,6.4356231689453125,10.446253776550293,6.614284992218018,12.319063186645508,5.945064067840576,5.842592239379883,5.0423407554626465,4,4,rumble
5.61922902494331,0.1652958244085312,0.07328486442565918,12.439692757778623,0.5191690323009968,0.04938271604938271,1461.027354870912,451.44722437695424,2563.9102773379564,3912.396918402778,0.022796505272633744,-241.7039031982422,45.5413818359375,44.428890228271484,32.5367546081543,21.66488265991211,13.581550598144531,42.14370346069336,15.884875297546387,36.95374298095703,15.194952964782715,37.7828483581543,12.597743034362793,19.389612197875977,10.721410751342773,18.66319465637207,10.639208793640137,16.423336029052734,11.697577476501465,23.907970428466797,12.403828620910645,17.809032440185547,12.767202377319336,18.731731414794922,11.857870101928711,11.013875007629395,10.988381385803223,5,5,rumble
1.8808163265306121,0.1418391615152359,0.09208878129720688,22.310494594438335,3.3538407778600123,0.524390243902439,793.5379187659095,562.3971103339779,1761.7958038600907,1454.0164110137196,0.013737376143292682,-327.4422302246094,34.086605072021484,99.28250885009766,27.763092041015625,54.241336822509766,15.630221366882324,60.177650451660156,14.015966415405273,42.990875244140625,13.997029304504395,35.52760696411133,8.136125564575195,17.00963020324707,8.175768852233887,14.930730819702148,7.7964630126953125,7.706959247589111,8.800619125366211,8.050841331481934,8.134926795959473,7.1137871742248535,7.783067226409912,9.772628784179688,7.033981800079346,8.121258735656738,6.69536828994751,6,6,rumble
2.3219954648526078,0.23614077270030975,0.08502918481826782,20.31398782210373,1.2692342776060592,0.6534653465346535,319.7265509877988,114.99282589569654,1041.4337351073568,228.97683323019803,0.010708346225247524,-346.33233642578125,25.87586212158203,130.71926879882812,12.096144676208496,73.60860443115234,17.959808349609375,70.16966247558594,15.19660472869873,50.89985275268555,9.881694793701172,35.16176223754883,6.60186767578125,19.881080627441406,6.784574508666992,15.782440185546875,6.663913726806641,10.71074390411377,6.540134906768799,8.64830493927002,5.606029510498047,5.276423931121826,5.342184543609619,4.4277520179748535,5.983067989349365,4.186813831329346,4.456342697143555,7,7,rumble
4.597551020408163,0.1602967381477356,0.08472755551338196,53.19237973848693,47.0858308029026,0.6080402010050251,406.71270485202626,229.26936168009613,1299.2334065755767,315.098932160804,0.0090884108040201,-405.76287841796875,36.74802017211914,88.22959899902344,32.33063888549805,57.20001220703125,23.211246490478516,57.3940315246582,21.093597412109375,46.67153549194336,16.03786277770996,39.06174087524414,10.42296314239502,27.165546417236328,9.606956481933594,23.822315216064453,10.285082817077637,20.17098617553711,10.256965637207031,16.400644302368164,8.641883850097656,12.517075538635254,9.003605842590332,12.971137046813965,9.516940116882324,11.725893020629883,8.678380012512207,8,8,rumble
3.8080725623582765,0.24363142251968384,0.08001493662595749,15.571876245130232,3.8855582197402687,0.8787878787878788,606.8454860332521,876.6718642000525,1258.5192500416458,1065.3715376420455,0.014201586174242425,-338.4733581542969,104.56463623046875,91.88987731933594,41.72554397583008,63.12504577636719,30.063982009887695,56.558380126953125,17.926010131835938,35.236942291259766,15.540423393249512,25.044937133789062,13.563329696655273,19.41981315612793,12.379410743713379,24.731910705566406,21.183780670166016,18.095182418823242,19.487695693969727,18.72826385498047,17.229429244995117,24.87345314025879,16.5889949798584,23.175289154052734,17.417383193969727,15.761552810668945,18.151424407958984,9,9,rumble
2.1130158730158732,0.22185172140598297,0.09218255430459976,27.41936203373909,0.7909736263357713,0.8152173913043478,443.19675017111047,321.7232741696251,863.6019588595531,831.8369989809783,0.014961574388586956,-289.0396728515625,41.631813049316406,194.10818481445312,38.91765213012695,58.77888107299805,41.98078155517578,14.143476486206055,18.022485733032227,18.634296417236328,16.126867294311523,27.23080825805664,10.296908378601074,25.19352912902832,12.864307403564453,15.368412017822266,9.298803329467773,1.6171128749847412,11.951857566833496,-1.7693151235580444,7.4153947830200195,-4.434224605560303,12.619064331054688,12.884635925292969,10.470498085021973,13.993794441223145,13.029316902160645,10,10,rumble
